accession,species,strain,assembly_level,n_protein,dltA,dltE,dltE_len,dltE_score,dltE_s90,dltE_s110,dltE_s130,mprF_long,mprF_short,localization
GCF_964656005.1,Lactobacillus paragasseri,-,Contig,1745,1,1,308,133.2,1,1,1,0,1,C_CYTO
GCF_048145665.1,Lactobacillus delbrueckii subsp. allosunkii,LDEL25,Contig,1870,1,0,,,1,0,0,0,1,D_dltE_absent
GCF_035621655.1,Lactobacillus paragasseri,SYP-B4209,Complete Genome,1855,1,1,308,131.9,1,1,1,0,1,C_CYTO
GCF_043002145.1,Lactobacillus paragasseri,CM2267_MRS2,Complete Genome,1772,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_030216965.1,Lactobacillus paragasseri,UMB5640,Contig,1820,1,1,308,131.9,1,1,1,0,1,C_CYTO
GCF_048145565.1,Lactobacillus delbrueckii subsp. allosunkii,PR01,Contig,1861,1,0,,,1,0,0,0,1,D_dltE_absent
GCF_030225955.1,Lactobacillus paragasseri,UMB9935,Contig,1740,1,1,308,129.6,1,1,0,0,1,C_CYTO
GCF_054075045.1,Lactobacillus paragasseri,BA4,Contig,1810,1,1,308,133.7,1,1,1,0,1,C_CYTO
GCF_049191805.1,Lactobacillus paragasseri,IATA141,Contig,1855,1,1,308,133.4,1,1,1,0,1,C_CYTO
GCF_048145625.1,Lactobacillus delbrueckii subsp. allosunkii,LDEL26,Contig,1831,1,0,,,1,0,0,0,1,D_dltE_absent
GCF_015550525.1,Lactobacillus paragasseri,1001095IJ_161003_B4,Scaffold,1862,1,1,308,132.1,1,1,1,0,1,C_CYTO
GCF_030218525.1,Lactobacillus paragasseri,UMB0725,Contig,1857,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_056585635.1,Lactobacillus paragasseri,C0163A3,Contig,1836,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_054658555.1,Lactobacillus paragasseri,VLG1,Scaffold,1734,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_049191415.1,Lactobacillus paragasseri,IATA108,Contig,1980,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_033803665.1,Lactobacillus paragasseri,UMB4933,Contig,1797,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_030225275.1,Lactobacillus paragasseri,UMB0010A,Contig,1848,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_030226085.1,Lactobacillus paragasseri,UMB9291B,Contig,1804,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_033804245.1,Lactobacillus paragasseri,UMB3579,Contig,1726,1,1,308,129.6,1,1,0,0,1,C_CYTO
GCF_024463435.1,Lactobacillus paragasseri,DFI.2.88,Contig,1792,1,1,308,133.7,1,1,1,0,1,C_CYTO
GCF_000179375.1,Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4,PB2003/044-T3-4,Contig,1843,1,0,,,1,0,0,0,1,D_dltE_absent
GCF_027666495.1,Lactobacillus paragasseri,AM75-02pH5,Scaffold,1988,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_000406345.2,Lactobacillus paragasseri K7,K7,Scaffold,1852,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_032377175.1,Lactobacillus paragasseri,UMB1634,Contig,1828,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_978044405.1,Lactobacillus paragasseri,-,Contig,1779,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_033803745.1,Lactobacillus paragasseri,UMB6101,Contig,1832,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_028309085.1,Lactobacillus amylovorus,374A,Contig,2048,1,1,313,129.3,1,1,0,0,1,C_CYTO
GCF_028308365.1,Lactobacillus amylovorus,M971A,Contig,1815,1,1,313,131.1,1,1,1,0,1,C_CYTO
GCF_030216895.1,Lactobacillus paragasseri,UMB6357,Contig,1756,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_059552085.1,Lactobacillus paragasseri,LG4,Contig,1765,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_057333835.1,Lactobacillus paragasseri,UFMG 007,Scaffold,1962,1,1,308,131.9,1,1,1,0,1,C_CYTO
GCF_039751115.1,Lactobacillus paragasseri,RTP21428st1_E7_RTP21428_210409,Scaffold,1823,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_032376705.1,Lactobacillus paragasseri,UMB4347,Contig,1745,1,1,308,131.9,1,1,1,0,1,C_CYTO
GCF_010092655.1,Lactobacillus paragasseri,Indica,Scaffold,1738,1,1,308,133.2,1,1,1,0,1,C_CYTO
GCF_039751195.1,Lactobacillus paragasseri,RTP21428st1_E10_RTP21428_210409,Scaffold,1795,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_033803685.1,Lactobacillus paragasseri,UMB7023,Contig,1950,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_003307295.1,Lactobacillus paragasseri,JCM 5344,Contig,1853,1,1,308,130.5,1,1,1,0,1,C_CYTO
GCF_006982025.1,Lactobacillus paragasseri,7135,Contig,1852,1,1,308,131.4,1,1,1,0,1,C_CYTO
GCF_026184355.1,Lactobacillus amylovorus,CICC 6090,Complete Genome,1850,1,1,313,129.8,1,1,0,0,1,C_CYTO
GCF_060344095.1,Lactobacillus amylovorus,LBMFMM1A,Chromosome,1957,1,1,313,131.8,1,1,1,0,1,C_CYTO
GCF_020149995.1,Lactobacillus amylovorus,MT30,Complete Genome,1743,1,1,313,135.0,1,1,1,0,1,C_CYTO
GCF_052118685.1,Lactobacillus amylovorus,LCP21S3_B4,Contig,1807,1,1,313,134.4,1,1,1,0,1,C_CYTO
GCF_052119245.1,Lactobacillus amylovorus,LCP19S3_G9,Contig,1827,1,1,313,131.1,1,1,1,0,1,C_CYTO
GCF_059445725.1,Lactobacillus amylovorus,SPD200,Scaffold,1782,1,1,313,131.1,1,1,1,0,1,C_CYTO
GCF_028308925.1,Lactobacillus amylovorus,M581A,Contig,1831,1,1,313,129.3,1,1,0,0,1,C_CYTO
GCF_003465905.1,Lactobacillus amylovorus subsp. animalium,AF08-3,Scaffold,1907,1,1,313,128.5,1,1,0,0,1,C_CYTO
GCF_028308995.1,Lactobacillus amylovorus,M388A,Contig,1849,1,1,313,127.3,1,1,0,0,1,C_CYTO
GCF_052118505.1,Lactobacillus amylovorus,LCP21S3_C6,Contig,1754,1,1,313,133.9,1,1,1,0,1,C_CYTO
GCF_028309055.1,Lactobacillus amylovorus,M356A,Contig,2032,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_052118725.1,Lactobacillus amylovorus,LCP21S3_B12,Contig,1862,1,1,313,134.4,1,1,1,0,1,C_CYTO
GCF_059445845.1,Lactobacillus amylovorus,HZS196,Scaffold,1753,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_052121975.1,Lactobacillus amylovorus,LCP19S3_A8,Contig,1822,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_052063875.1,Lactobacillus amylovorus,HCP3S3_D5,Contig,1923,1,1,313,134.4,1,1,1,0,1,C_CYTO
GCF_001704335.1,Lactiplantibacillus plantarum,DF,Complete Genome,3354,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_059445765.1,Lactobacillus amylovorus,HZS262,Scaffold,1762,1,1,313,133.6,1,1,1,0,1,C_CYTO
GCF_028308985.1,Lactobacillus amylovorus,M374A,Contig,1859,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_052066335.1,Lactobacillus amylovorus,HCP28S3_A8,Contig,1909,1,1,313,128.6,1,1,0,0,1,C_CYTO
GCF_028308865.1,Lactobacillus amylovorus,M624A,Contig,1848,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_059445925.1,Lactobacillus amylovorus,HZS112,Scaffold,1741,1,1,313,131.1,1,1,1,0,1,C_CYTO
GCF_052065275.1,Lactobacillus amylovorus,HCP28S3_F8,Contig,1864,1,1,313,130.2,1,1,1,0,1,C_CYTO
GCF_029477185.1,Lactobacillus amylovorus,KSAU,Scaffold,2075,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_002220175.1,Lactiplantibacillus plantarum,dm,Complete Genome,3048,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_028308685.1,Lactobacillus amylovorus,M737A,Contig,1816,1,1,313,128.7,1,1,0,0,1,C_CYTO
GCF_052064655.1,Lactobacillus amylovorus,HCP3S3_A12,Contig,2088,1,1,313,128.7,1,1,0,0,1,C_CYTO
GCF_014656585.1,Lactobacillus kefiranofaciens,1207,Complete Genome,1907,1,1,314,126.0,1,1,0,0,1,C_CYTO
GCF_015693925.1,Lactiplantibacillus plantarum,ZDY2013,Complete Genome,3002,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_001434195.1,Lactobacillus kefiranofaciens subsp. kefirgranum DSM 10550 = JCM 8572,DSM 10550,Scaffold,1926,1,1,314,126.0,1,1,0,0,1,C_CYTO
GCF_038592865.1,Lactiplantibacillus plantarum,CS3,Complete Genome,2968,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_028308885.1,Lactobacillus amylovorus,M597B,Contig,1960,1,1,313,130.1,1,1,1,0,1,C_CYTO
GCF_040365475.1,Lactobacillus amylovorus subsp. animalium,TKL145,Contig,1929,1,1,313,128.8,1,1,0,0,1,C_CYTO
GCF_029906445.1,Lactobacillus kefiranofaciens,ZW18,Complete Genome,2050,1,1,314,126.0,1,1,0,0,1,C_CYTO
GCF_059445605.1,Lactobacillus amylovorus,SPR800,Scaffold,1738,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_052065095.1,Lactobacillus amylovorus,HCP28S3_G8,Contig,1866,1,1,313,130.2,1,1,1,0,1,C_CYTO
GCF_009184665.1,Lactobacillus kefiranofaciens subsp. kefiranofaciens,LKK75,Complete Genome,2013,1,1,314,126.0,1,1,0,0,1,C_CYTO
GCF_009762745.1,Lactiplantibacillus plantarum,8P-A3,Complete Genome,3011,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_025194615.1,Lactobacillus amylovorus,CIRM-BIA 669,Contig,1917,1,1,313,134.3,1,1,1,0,1,C_CYTO
GCF_002276565.1,Lactobacillus kefiranofaciens,KR,Contig,1931,1,1,314,126.0,1,1,0,0,1,C_CYTO
GCF_003589725.1,Lactiplantibacillus plantarum,ZFM55,Complete Genome,3081,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_049241955.1,Lactiplantibacillus plantarum,BLP3,Complete Genome,3225,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_036245455.1,Lactobacillus amylovorus subsp. amylovorus,YK10,Contig,1649,1,1,313,132.9,1,1,1,0,1,C_CYTO
GCF_013155145.1,Lactiplantibacillus plantarum,CNEI-KCA4,Complete Genome,3054,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_040039785.1,Lactobacillus kefiranofaciens,-,Chromosome,1993,1,1,314,126.0,1,1,0,0,1,C_CYTO
GCF_059621345.1,Lactiplantibacillus plantarum,COC6726,Complete Genome,3068,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_057815115.1,Lactiplantibacillus plantarum,MOIA PANSUNG_MP49,Complete Genome,3218,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_001672035.1,Lactiplantibacillus plantarum,NCU116,Complete Genome,3078,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_026153115.1,Lactiplantibacillus plantarum,L55,Complete Genome,3069,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_001484005.1,Lactiplantibacillus plantarum,LZ95,Complete Genome,3008,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_052692365.1,Lactiplantibacillus plantarum,MTY101,Complete Genome,3110,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_023973045.1,Lactiplantibacillus plantarum,Z.6-1,Complete Genome,3015,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_051557165.1,Lactiplantibacillus plantarum,NX87,Complete Genome,3169,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_055234055.1,Lactiplantibacillus plantarum,GL4,Complete Genome,3033,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_018351295.1,Lactiplantibacillus plantarum,ATCC 202195,Complete Genome,3054,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_057365125.1,Lactiplantibacillus plantarum,LAB-GS-CSR1,Complete Genome,2976,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_035338015.1,Lactiplantibacillus plantarum,CYLB561,Complete Genome,3137,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_041531555.1,Lactiplantibacillus plantarum,G2Lp,Complete Genome,3142,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_000931425.2,Lactiplantibacillus plantarum,B21,Complete Genome,3001,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_010092485.1,Lactiplantibacillus plantarum,CACC 558,Complete Genome,3048,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_017742875.1,Lactiplantibacillus plantarum,LRCC5314,Complete Genome,2959,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_002576835.1,Lactiplantibacillus plantarum,PC520,Complete Genome,3115,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_030297695.1,Lactiplantibacillus plantarum,IYO2065,Complete Genome,2998,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_027557615.1,Lactiplantibacillus plantarum,FLPL05,Complete Genome,2985,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_060336945.1,Lactiplantibacillus plantarum,CMUB-N14,Complete Genome,3049,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_004103495.1,Lactiplantibacillus plantarum,SRCM103472,Complete Genome,2981,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_013367715.1,Lactiplantibacillus plantarum,Heal19,Complete Genome,3054,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_004103515.1,Lactiplantibacillus plantarum,SRCM103473,Complete Genome,3003,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_026013765.1,Lactiplantibacillus plantarum,E2,Complete Genome,3154,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_025144505.1,Lactiplantibacillus plantarum,HMX2,Complete Genome,2989,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_058134625.1,Lactiplantibacillus plantarum,UCPH LP12,Complete Genome,3081,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_059946885.1,Lactiplantibacillus plantarum,DLP413,Complete Genome,3015,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_031348585.1,Lactiplantibacillus plantarum,KCKM 0597,Complete Genome,2925,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_029542245.1,Lactiplantibacillus plantarum,EN6,Complete Genome,2968,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_040745055.1,Lactiplantibacillus plantarum,CMTB-TF1,Complete Genome,3011,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_041344935.1,Lactiplantibacillus plantarum,HD02,Complete Genome,3033,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_031432955.1,Lactiplantibacillus plantarum,KCKM 0112,Complete Genome,3036,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_031877725.1,Lactiplantibacillus plantarum,SYBC-SM3,Complete Genome,2974,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_036259715.1,Lactiplantibacillus plantarum,VHProbi M25,Complete Genome,3038,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_002948215.1,Lactiplantibacillus plantarum,KC28,Complete Genome,2988,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_023348385.1,Lactiplantibacillus plantarum,LPC904,Complete Genome,2992,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_047277305.1,Lactiplantibacillus plantarum,ZJ316PV,Complete Genome,2946,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_037414405.1,Lactiplantibacillus plantarum,CUDS1073,Complete Genome,2963,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_016838645.1,Lactiplantibacillus plantarum,KM2,Complete Genome,3102,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_058091815.1,Lactiplantibacillus plantarum,DPUL-F232,Complete Genome,3000,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_002109425.1,Lactiplantibacillus plantarum,LP2,Complete Genome,2951,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_004319665.1,Lactiplantibacillus plantarum,IRG1,Complete Genome,3072,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_029590535.1,Lactiplantibacillus plantarum,ZFM518,Complete Genome,3027,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_056821015.1,Lactiplantibacillus plantarum,HP-B1718,Complete Genome,3003,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_004101505.1,Lactiplantibacillus plantarum,SRCM103357,Complete Genome,3154,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_003627335.1,Lactiplantibacillus plantarum,ZFM9,Complete Genome,3108,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_059488785.1,Lactiplantibacillus plantarum,BH3-1,Complete Genome,3027,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_002173655.1,Lactiplantibacillus plantarum,SRCM102022,Complete Genome,3042,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_049188355.1,Lactiplantibacillus plantarum,CQ01-107,Complete Genome,3054,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_029854235.1,Lactiplantibacillus plantarum,MA2,Complete Genome,2989,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_003097595.1,Lactiplantibacillus plantarum,LQ80,Complete Genome,3152,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_058134825.1,Lactiplantibacillus plantarum,UCPH LP13,Complete Genome,3234,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_038743365.1,Lactiplantibacillus plantarum,HOM2217,Complete Genome,2997,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_002286275.1,Lactiplantibacillus plantarum,LP3,Complete Genome,3014,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_024970125.1,Lactiplantibacillus plantarum,SRCM210579,Complete Genome,2990,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_023207995.1,Lactiplantibacillus plantarum,LP-F1,Complete Genome,3004,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_058066585.1,Lactiplantibacillus plantarum,NR1-7,Complete Genome,3182,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_030297735.1,Lactiplantibacillus plantarum,AWA2045,Complete Genome,2995,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_057895855.1,Lactiplantibacillus plantarum,J2K-1229,Complete Genome,3067,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_017351995.1,Lactiplantibacillus plantarum,AR195,Complete Genome,3064,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_001596095.1,Lactiplantibacillus plantarum,JBE245,Complete Genome,2969,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_051123805.1,Lactiplantibacillus plantarum,Z43,Complete Genome,2954,1,1,391,718.3,1,1,1,1,1,B_SP
GCF_009913635.1,Lactiplantibacillus plantarum,SRCM100440,Complete Genome,2908,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_009913855.1,Lactiplantibacillus plantarum,SRCM101518,Complete Genome,3111,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_041222805.1,Lactiplantibacillus plantarum,BD-LP,Complete Genome,2981,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_024442115.1,Lactiplantibacillus plantarum,LpYC41,Complete Genome,3007,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_001990145.1,Lactiplantibacillus plantarum,RI-113,Complete Genome,3164,1,1,397,830.1,1,1,1,1,1,A_TM
GCF_032818175.1,Lactiplantibacillus plantarum,Ep-M17,Complete Genome,3066,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_024970145.1,Lactiplantibacillus plantarum,SRCM210580,Complete Genome,2992,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_057736635.1,Lactiplantibacillus plantarum,LA-4,Complete Genome,3023,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_017301935.1,Lactiplantibacillus plantarum,12,Complete Genome,2987,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_057073535.1,Lactiplantibacillus plantarum,HO4,Complete Genome,3016,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_004028335.1,Lactiplantibacillus plantarum,12_3,Complete Genome,3093,1,1,391,718.3,1,1,1,1,1,B_SP
GCF_057400295.1,Lactiplantibacillus plantarum,WYP,Complete Genome,3050,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_007833595.1,Lactiplantibacillus plantarum,Y44,Complete Genome,2985,1,1,397,828.2,1,1,1,1,1,A_TM
GCF_057400285.1,Lactiplantibacillus plantarum,XHQ-007,Complete Genome,3048,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_003692595.1,Lactiplantibacillus plantarum,KACC 92189,Complete Genome,3077,1,1,397,833.4,1,1,1,0,1,A_TM
GCF_030463605.1,Lactiplantibacillus plantarum,HC-2,Complete Genome,3082,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_037113575.1,Lactiplantibacillus plantarum,IMB19,Complete Genome,2946,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_028768485.1,Lactiplantibacillus plantarum,SMB758,Complete Genome,2971,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_058134455.1,Lactiplantibacillus plantarum,UCPH LP9,Complete Genome,2963,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_040356725.1,Lactiplantibacillus plantarum,FNZ042,Complete Genome,2957,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_009913975.1,Lactiplantibacillus plantarum,SRCM102737,Complete Genome,3063,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_056618465.1,Lactiplantibacillus plantarum,BIM B-404D,Complete Genome,3136,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_059873945.1,Lactiplantibacillus plantarum,2-2,Complete Genome,2861,0,1,397,831.9,1,1,1,1,1,E_no_dlt
GCF_033024555.1,Lactiplantibacillus plantarum,MDBL 269,Complete Genome,2953,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_038024955.1,Lactiplantibacillus plantarum,LP140,Complete Genome,3040,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_029854335.1,Lactiplantibacillus plantarum,MY04,Complete Genome,3031,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_052063245.1,Lactiplantibacillus plantarum,MY-2,Complete Genome,3003,1,1,397,831.5,1,1,1,1,1,A_TM
GCF_049190885.1,Lactiplantibacillus plantarum,LPJBC5,Complete Genome,2898,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_014840995.1,Lactiplantibacillus plantarum,PMO08,Complete Genome,3012,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_019399915.1,Lactiplantibacillus plantarum,41P,Complete Genome,2965,1,1,391,718.3,1,1,1,1,1,B_SP
GCF_001880185.2,Lactiplantibacillus plantarum,MF1298,Complete Genome,3219,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_032921125.1,Lactiplantibacillus plantarum,MSJK0068,Complete Genome,2941,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_030758995.1,Lactiplantibacillus plantarum,RS20D,Complete Genome,3115,1,1,397,865.1,1,1,1,1,1,A_TM
GCF_041927215.1,Lactiplantibacillus plantarum,YH001,Complete Genome,2964,1,1,397,830.4,1,1,1,1,1,A_TM
GCF_013458335.1,Lactiplantibacillus plantarum,HC-2,Complete Genome,3077,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_012974545.1,Lactiplantibacillus plantarum,AMT74419,Complete Genome,2932,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_013694305.1,Lactiplantibacillus plantarum,CNEI-KCA5,Complete Genome,2966,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_027558615.1,Lactiplantibacillus plantarum,VHProbi E15,Complete Genome,2956,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_003999275.1,Lactiplantibacillus plantarum,FBL-3a,Complete Genome,2905,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_038096155.1,Lactiplantibacillus plantarum,L75,Complete Genome,3076,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_041297935.1,Lactiplantibacillus plantarum,PM8,Complete Genome,2973,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_003428355.1,Lactiplantibacillus plantarum,IDCC3501,Complete Genome,2950,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_037997095.1,Lactiplantibacillus plantarum,GBCC_F0227,Complete Genome,3099,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_037100195.1,Lactiplantibacillus plantarum,DS1902,Complete Genome,2929,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_059878255.1,Lactiplantibacillus plantarum,1-4,Complete Genome,2865,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_021279005.2,Lactiplantibacillus plantarum,022AE,Complete Genome,2913,1,1,397,829.2,1,1,1,1,1,A_TM
GCF_059621365.1,Lactiplantibacillus plantarum,JNU827,Complete Genome,2923,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_024396815.1,Lactiplantibacillus plantarum,HOM3204,Complete Genome,2991,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_037414365.1,Lactiplantibacillus plantarum,CUDS1902,Complete Genome,2933,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_025402835.1,Lactiplantibacillus plantarum,MGEL20154,Complete Genome,2957,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_047649195.1,Lactiplantibacillus plantarum,V2,Complete Genome,2942,1,1,397,829.2,1,1,1,1,1,A_TM
GCF_058134425.1,Lactiplantibacillus plantarum,UFLA CH54,Complete Genome,3083,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_059873625.1,Lactiplantibacillus plantarum,2-10,Complete Genome,2851,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_059995415.1,Lactiplantibacillus plantarum,HME1,Complete Genome,3108,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_036321605.1,Lactiplantibacillus plantarum,CGMCC 15358,Complete Genome,2988,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_046109905.1,Lactiplantibacillus plantarum,TCI227,Complete Genome,2940,1,1,397,829.2,1,1,1,1,1,A_TM
GCF_009619495.1,Lactiplantibacillus plantarum,TMW 1.1308,Complete Genome,2982,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_001278015.1,Lactiplantibacillus plantarum,5-2,Complete Genome,2958,1,1,397,833.4,1,1,1,1,1,A_TM
GCF_057457675.1,Lactiplantibacillus plantarum,HME4,Complete Genome,2938,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_050920835.1,Lactiplantibacillus plantarum,NCU0011190,Complete Genome,3026,1,1,397,830.8,1,1,1,1,1,A_TM
GCF_046244405.1,Lactiplantibacillus plantarum,LP8,Complete Genome,3044,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_009914095.1,Lactiplantibacillus plantarum,SRCM101167,Complete Genome,3070,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_059684965.1,Lactiplantibacillus plantarum,SLpl048,Complete Genome,2942,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_003143915.1,Lactiplantibacillus plantarum,HAC01,Complete Genome,2932,1,1,397,829.2,1,1,1,1,1,A_TM
GCF_019425695.1,Lactiplantibacillus plantarum,DW12,Complete Genome,2892,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_002895245.1,Lactiplantibacillus plantarum,LM1004,Complete Genome,2924,1,1,397,831.9,1,1,1,1,1,A_TM
GCF_031583165.1,Lactiplantibacillus plantarum,JGS49,Complete Genome,3053,1,1,397,828.2,1,1,1,1,1,A_TM
